name,greekName,romanName,category,description,status,defense,attack,gender,images__thumbnail,images__regular,relatives__father,relatives__mother,descritpion,greekname,isgod
Geryon,,,creature,"a giant: according to Hesiod, Geryon had one body and three heads, whereas the tradition followed by Aeschylus gave him three bodies. A lost description by Stesichorus said that he has six hands and six feet and is winged; there are some mid-sixth-century Chalcidian vases portraying Geryon as winged. Some accounts state that he had six legs as well, while others state that the three bodies were joined to one pair of legs.",,1,1,female,,,,,,,no
Gigantes,,,creature,They were a race of great strength and aggression. Archaic and Classical representations show Gigantes as human in form. Later representations show Gigantes with snakes for legs.,,1,1,male,,,,,,,no
Gorgons,,,creature,"female monsters depicted as having snakes on their head instead of hair, and sometimes described as having tusks, wings and brazen claws.",,12,12,male,,,,,,,no
Medusa,,,creature,Gorgons - whose gaze could turn anyone to stone.,,1,1,male,,,,,,,no
Stheno,,,creature,Gorgons - most murderous of the sisters.,,2,2,female,,,,,,,no
Euryale,,,creature,Gorgons - whose scream could kill.,,1,1,female,,,,,,,no
Deino,,,creature,Graeae - three old women with one tooth and one eye among them.,,1,1,female,,,,,,,no
Enyo,,,creature,Graeae - three old women with one tooth and one eye among them.,,12,12,male,,,,,,,no
Pemphredo,,,creature,Graeae - three old women with one tooth and one eye among them.,,42,42,male,,,,,,,no
Griffin or Gryphon or Gryps or Grypes,,,creature,a creature that combines the body of a lion and the head and wings of an eagle.,,1,1,male,,,,,,,no
Briareos or Aegaeon,,,creature,"Hecatonchires, three giants of incredible strength and ferocity, each with a hundred arms; also called Centimanes.",,2,2,female,,,,,,,no
Cottus,,,creature,"Hecatonchires, three giants of incredible strength and ferocity, each with a hundred arms; also called Centimanes.",,1,1,female,,,,,,,no
Gyges,,,creature,"Hecatonchires, three giants of incredible strength and ferocity, each with a hundred arms; also called Centimanes.",,1,1,male,,,,,,,no
Aello,,,creature,"Harpies, creature with torso, head and arms of a woman, and talons, tail and wings (mixed with the arms) of a bird.",,12,12,male,,,,,,,no
Celaeno,,,creature,"Harpies, creature with torso, head and arms of a woman, and talons, tail and wings (mixed with the arms) of a bird.",,1,1,male,,,,,,,no
Ocypete,,,creature,"Harpies, creature with torso, head and arms of a woman, and talons, tail and wings (mixed with the arms) of a bird.",,1,1,female,,,,,,,no
Hippalectryon,,,creature,a creature with the fore-parts of a rooster and the body of a horse.,,12,12,female,,,,,,,no
Hippocampus,,,creature,a creature with the upper body of a horse and the lower body of a fish.,,1,1,female,,,,,,,no
Hippogriff,,,creature,"a creature with the front part of an eagle and hind legs and tail of a horse, symbols of Apollo.",,2,2,male,,,,,,,no
Hydras,,,creature,,,1,1,male,,,,,,,no
Lernaean Hydra,,,creature,"also known as King Hydra, a many-headed, serpent-like creature that guarded an Underworld entrance beneath Lake Lerna. It was destroyed by Heracles, in his second Labour. Son of Typhon and Echidna.",,1,1,male,,,,,,,no
Ichthyocentaurs,,,creature,"a pair of marine centaurs with the upper bodies of men, the lower fronts of horses, and the tails of fish.",,12,12,female,,,,,,,no
Aphros,,,creature,,,42,42,female,,,,,,,no
Bythos,,,creature,,,1,1,male,,,,,,,no
Ipotane,,,creature,"a race of half-horse, half-humans. The Ipotanes are considered the original version of the Centaurs.",,2,2,male,,,,,,,no
Keres,,,creature,spirit of violent or cruel death.,,1,1,male,,,,,,,no
Achlys,,,creature,who may have been numbered amongst the Keres. She was represented on the shield of Heracles.,,1,1,female,,,,,,,no
Kobaloi,,,creature,"a sprite from Greek mythology, a mischievous creature fond of tricking and frightening mortals.",,12,12,female,,,,,,,no
Laestrygonians or Laestrygones,,,creature,a tribe of giant cannibals.,,1,1,female,,,,,,,no
Antiphates,,,creature,King of the Laestrygonians.,,1,1,male,,,,,,,no
Leon or Lion,,,creature,Lion-Headed Giant - killed by Herakles in the war against the gods.,,12,12,male,,,,,,,no
Manticore or Androphagos,,,creature,having the body of a red lion and a human head with three rows of sharp teeth.,,1,1,male,,,,,,,no
Merpeople,,,creature,"humans with fish tail after torso (Mermaid as female, Merman as male). They lure adventurers to drown them.",,2,2,female,,,,,,,no
Minotaur,,,creature,a monster with the head of a bull and the body of a man; slain by Theseus.,,1,1,female,,,,,,,no
Mimas,,,creature,a giant.,,1,1,male,,,,,,,no
Cerberus (Hellhound),,,creature,the three-headed giant hound that guarded the gates of the Underworld.,,12,12,male,,,,,,,no
Orthrus,,,creature,"a two-headed dog, brother of Cerberus, slain by Heracles.",,42,42,male,,,,,,,no
Onocentaur,,,creature,"part human, part donkey. It had the head and torso of a human with the body of a donkey.",,1,1,female,,,,,,,no
Ophiotaurus (Bull-Serpent),,,creature,a creature part bull and part serpent.,,2,2,female,,,,,,,no
Orion,,,creature,giant huntsman whom Zeus placed among the stars as the constellation of Orion.,,1,1,female,,,,,,,no
Ouroboros,,,creature,"an immortal self-eating, circular being. The being is a serpent or a dragon curled into a circle or hoop, biting its own tail.",,1,1,male,,,,,,,no
Pallas,,,creature,a giant.,,12,12,male,,,,,,,no
Panes,,,creature,"a tribe of nature-spirits which had the heads and torsos of men, the legs and tails of goats, goatish faces and goat-horns.",,12,12,male,,,,,,,no
Periboea,,,creature,a Giantess. Daughter of the king of the giants.,,1,1,female,,,,,,,no
Philinnion,,,creature,unwed maiden who died prematurely and returned from the tomb as the living dead to consort with a handsome youth named Makhates. When her mother discovered the girl she collapsed back into death and was burned by the terrified townsfolk beyond the town boundaries.,,2,2,female,,,,,,,no
Phoenix,,,creature,"a golden-red fire bird of which only one could live at a time, but would burst into flames to rebirth from ashes as a new phoenix.",,1,1,male,,,,,,,no
Polybotes,,,creature,a giant.,,1,1,male,,,,,,,no
Porphyrion,,,creature,a giant.,,12,12,male,,,,,,,no
Satyrs and Satyresses,,,creature,"companions of Pan and Dionysus which had human upper bodies, and the horns and hindquarters of a goat.",,42,42,female,,,,,,,no
Silenus or Papposilenus,,,creature,companion and tutor to the wine god Dionysus.,,1,1,female,,,,,,,no
Scylla,,,creature,"once a nereid, transformed by Circe into a many-headed, tentacled monster who fed on passing sailors in the straits between herself and Charybdis.",,2,2,female,,,,,,,no
Scythian Dracanae,,,creature,"upper body of a woman, lower body composed of two snake tails.",,1,1,male,,,,,,,no
Sirens,,,creature,bird-like women whose irresistible song lured sailors to their deaths.,,1,1,male,,,,,,,no
Skolopendra,,,creature,"giant sea monster said to be the size of a Greek trireme. It has a crayfish-like tail, numerous legs along its body which it uses like oars to move and extremely long hairs that protrude from its nostrils. Child of Phorcys and Keto.[1]",,12,12,male,,,,,,,no
Circe,,,creature,Sorceress,,1,1,female,,,,,,,no
Medea,,,creature,Sorceress,,1,1,female,,,,,,,no
Pasiphaë,,,creature,Sorceress,,12,12,male,,,,,,,no
Spartae,,,creature,a malevolent spirit born from violence. Argo crew member Jason fought alongside these creatures after discovering the dragon teeth could create these violent spirits. Spartae are normally depicted as a skeletal being with some form of a weapon and military attire.,,1,1,male,,,,,,,no
Sphinx,,,creature,"has the haunches of a lion, the wings of a great bird, and the face of a woman.",,2,2,male,,,,,,,no
Stymphalian Birds,,,creature,man-eating birds with beaks of bronze and sharp metallic feathers they could launch at their victims.,,1,1,female,,,,,,,no
Taraxippi,,,creature,ghosts that frightened horses.,,1,1,female,,,,,,,no
Thoon,,,creature,a giant.,,12,12,female,,,,,,,no
Three-bodied Daemon,,,creature,a winged monster with three human bodies ending in serpent-tails.,,42,42,male,,,,,,,no
Tityos,,,creature,a giant.,,1,1,male,,,,,,,no
Triton,,,creature,"son of Poseidon and Amphitrite, half-man and half-fish.",,2,2,male,,,,,,,no
Typhon or Typhoeus,,,creature,an extremely savage and terrifying monster with snake-coils instead of limbs; father of several other monsters with his mate Echidna.,,1,1,female,,,,,,,no
Unicorns or Monocerata,,,creature,"creatures as large as horses, or even larger with a large, pointed, spiraling horn projecting from their forehead.",,1,1,female,,,,,,,no
Corinthian Lamia,,,creature,a vampiric demo who seduced the handsome youth Menippos in the guise of a beautiful woman to consume his flesh and blood.,,12,12,male,,,,,,,no
Empousa,,,creature,"seductive female vampire demons with fiery hair, a leg of bronze and a donkey's foot. They are especially good at ensnaring men with their beauty before devouring them.",,1,1,male,,,,,,,no
Lamia,,,creature,"a vampiric demon who by voluptuous artifices attracted young men, in order to enjoy their fresh, youthful, and pure flesh and blood.",,1,1,male,,,,,,,no
Mormo or Mormolyceae or Mormolyce,,,creature,a vampiric creature which preyed on children.,,12,12,female,,,,,,,no
Mormolykeia,,,creature,"female underworld Daemons, attendants of the goddess Hecate.",,1,1,female,,,,,,,no
Agriopas,,,creature,"he tasted the viscera of a human child, and was turned into a wolf for ten years.",,2,2,female,,,,,,,no
Lycaon,,,creature,turned into a wolf by the gods as punishment for serving them his murdered son Nyctimus' flesh at a feast.,,1,1,male,,,,,,,no
Pegasus,,,creature,"a divine winged stallion that is pure white, son of Medusa and Poseidon, brother of Chrysaor and father of winged horses.",,1,1,male,,,,,,,no
The Colchian Dragon,,,creature,an unsleeping dragon which guarded the Golden Fleece.,,12,12,male,,,,,,,no
Cychreides,,,creature,a dragon which terrorised Salamis before being slain by Cychreus.,,42,42,female,,,,,,,no
Demeter's dragons,,,creature,"a pair of winged dragons that drew Demeter's chariot and, after having been given as a gift, that of Triptolemus.",,1,1,female,,,,,,,no
Delphyne,,,creature,female dragon.,,2,2,male,,,,,,,no
Giantomachian dragon,,,creature,a dragon that was thrown at Athena during the Giant war. She threw it into the sky where it became the constellation Draco.,,1,1,male,,,,,,,no
Lernaean Hydra,,,creature,"also known as King Hydra, a many-headed, serpent-like creature that guarded an Underworld entrance beneath Lake Lerna. It was destroyed by Heracles, in his second Labour. Son of Typhon and Echidna.",,1,1,male,,,,,,,no
The Ismenian Dragon,,,creature,a dragon which guarded the sacred spring of Ares near Thebes; it was slain by Cadmus.,,12,12,female,,,,,,,no
Ladon,,,creature,a serpent-like dragon which guarded the golden apples of immortality of the Hesperides.,,1,1,female,,,,,,,no
Maeonian Drakon,,,creature,a dragon that lived in the kingdom of Lydia and was killed by Damasen.,,1,1,female,,,,,,,no
Medea's dragons,,,creature,a pair of flying dragons that pulled Medea's chariot. Born from the blood of the Titans.,,12,12,male,,,,,,,no
Nemean dragon,,,creature,a dragon that guarded Zeus' sacred grove in Nemea.,,1,1,male,,,,,,,no
Ophiogenean dragon,,,creature,a dragon that guarded Artemis' sacred grove in Mysia.,,2,2,,,,,,,,no
Pitanian dragon,,,creature,"a dragon in Pitane, Aeolis, that was turned to stone by the gods.",,1,1,male,,,,,,,no
Pyrausta,,,creature,a four-legged insect with filmy wings and a dragon's head.,,1,1,female,,,,,,,no
Python,,,creature,a dragon which guarded the oracle of Delphi; it was slain by Apollo.,,12,12,female,,,,,,,no
Rhodian dragons,,,creature,serpents that inhabited the island of Rhodes; they were killed by Phorbus.,,42,42,male,,,,,,,no
Thespian dragon,,,creature,a dragon that terrorized the city of Thespiae in Boeotia.,,1,1,male,,,,,,,no
Trojan dragons,,,creature,a pair of dragons or giant serpents from Tenedos sent by various gods to kill Laocoön and his sons in order to stop him from telling his people that the Wooden Horse was a trap.,,2,2,male,,,,,,,no
The Dracaenae,,,creature,"The Dracaenae were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail. - were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail.",,1,1,female,,,,,,,no
Campe,,,creature,"The Dracaenae were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail. - a dracaena that was charged by Cronus with the job of guarding the gates of Tartarus; she was slain by Zeus when he rescued the Cyclopes and Hecatoncheires from their prison.",,1,1,female,,,,,,,no
Ceto (or Keto),,,creature,"The Dracaenae were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail. - a marine goddess who was the mother of all sea monsters as well as Echidna and other dragons and monsters.",,12,12,female,,,,,,,no
Echidna,,,creature,"The Dracaenae were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail. - wife of Typhon and mother of monsters.",,1,1,male,,,,,,,no
Poena,,,creature,"The Dracaenae were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail. - a dracaena sent by Apollo to ravage the kingdom of Argos as punishment for the death of his infant son Linos; killed by Coraebus.",,1,1,male,,,,,,,no
Scythian Dracaena,,,creature,"The Dracaenae were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail. - the Dracaena queen of Scythia; she stole Geryon's cattle that Heracles was herding through the region and agreed to return them on condition he mate with her.",,12,12,male,,,,,,,no
Scylla,,,creature,"The Dracaenae were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail. - a dracaena that was the lover of Poseidon, transformed by Circe into a multi-headed monster that fed on sailors on vessels passing between her and Charybdis.",,1,1,female,,,,,,,no
Sybaris,,,creature,"The Dracaenae were monsters that had the upper body of a beautiful woman and the lower body of any sort of dragon. Echidna, the mother of monsters, and Ceto, the mother of sea-monsters, are two famous dracaenae. Some Dracaenae were even known to have had in place of two legs, one (or two) serpent tail. - a draceana that lived on a mountain near Delphi, eating shepherds and passing travellers; she was pushed off the cliff by Eurybarus.",,2,2,female,,,,,,,no
